"spellid","charactername","species","gender","house","patronus","incantation","spellname","light","chaptername","movietitle","runtime","budget","placeid","dialogues"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"Not so brave now, are you Duddykins? Now tell your little friends to go away."
31,"Dudley Dursley","Human","Male",NULL,NULL,"Lumos","Wand-Lighting Charm","White","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"G-go home!"
NULL,"Howler",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"What?"
31,"Dudley Dursley","Human","Male",NULL,NULL,"Lumos","Wand-Lighting Charm","White","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"Get out of here!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"Don't you ever speak about that again. You understand?"
31,"Dudley Dursley","Human","Male",NULL,NULL,"Lumos","Wand-Lighting Charm","White","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"Don't point that thing at me!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"I said, DO YOU UNDERSTAND? !"
31,"Dudley Dursley","Human","Male",NULL,NULL,"Lumos","Wand-Lighting Charm","White","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"What's happening?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"Quiet!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"Dudley! Run!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"Come on! They break into a run. A dementor drifts into the alleyway in front of them. Skidding to a stop, Harry turns around, to find the other dementor cutting off the way back."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"Dudley, no!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"Lumos!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"""Expecto Patronum!'"
9,"Voldemort","Human","Male","Slytherin",NULL,"Brackium Emendo","Brackium Emendo","Blue","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"Bow to death, Harry..."
45,"Lily Potter","Human","Female","Gryffindor","Doe","Protego Maxima","Protego Maxima","White","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"Haaaaaaaarry!..."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",11,"""Expecto Patronum! '"
21,"Vernon Dursley","Human","Male",NULL,NULL,"Finite","General Counter-Spell","Red","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"What the heii are those?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Dementors."
32,"Petunia Dursley","Human","Female",NULL,NULL,"Lumos Maxima","Lumos Maxima","White","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"What happened, Duddikins?"
21,"Vernon Dursley","Human","Male",NULL,NULL,"Finite","General Counter-Spell","Red","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"What the hell is a dementoid?"
32,"Petunia Dursley","Human","Female",NULL,NULL,"Lumos Maxima","Lumos Maxima","White","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"They didn't--?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"No."
21,"Vernon Dursley","Human","Male",NULL,NULL,"Finite","General Counter-Spell","Red","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"I want some answers!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"We were attacked."
21,"Vernon Dursley","Human","Male",NULL,NULL,"Finite","General Counter-Spell","Red","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"By those...things?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"They're evil. If they get the chance, they'll suck your soul out through your mouth."
21,"Vernon Dursley","Human","Male",NULL,NULL,"Finite","General Counter-Spell","Red","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"How do you know that?"
21,"Vernon Dursley","Human","Male",NULL,NULL,"Finite","General Counter-Spell","Red","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Fought 'em off, eh, Dud? Gave 'em the ol' one-two?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"You can't give a Dementor the 'ol one-two.'"
21,"Vernon Dursley","Human","Male",NULL,NULL,"Finite","General Counter-Spell","Red","Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Why is he all right then?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Dudley Demented","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Because I used magic to save his"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Lumos!"
21,"Vernon Dursley","Human","Male",NULL,NULL,"Finite","General Counter-Spell","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Who are all you lot?"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Quiet, Dursley."
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Harry, douse the light. We're exposed here."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"What are you doing here?"
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"We're your advanced guard, Harry. Dumbledore just sent us as soon as he heard about the attack. We're taking you to safety. We're just waiting for the all clear."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"How'd he know? It just happened!"
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"You didn't think Dumbledore'd let you wander around on your own, did you?"
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Harry, I don't believe you've met Nymphadora Tonks."
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Tonks, would you go get Harry's broom from the house?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"What's been going on? What's Lord Vol-"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"We're not talking about it here, it's too risky."
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Blast it."
61,"Nymphadora Tonks","Human","Female","Hufflepuff","Jack rabbit","Wingardium Leviosa","Levitation Charm",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Mad-eye, dear, you do realize that's disgusting?"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"I want 365 degree visibility on the return trip."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"How are we getting there?"
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Brooms."
56,"Kingsley Shacklebolt","Human","Male",NULL,"Lynx","Sectumsempra","Sectumsempra","White","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"There's the first signal."
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Right, let's go."
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"On your broom, Harry."
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Form up! Form up around Harry. Make it snappy! The advanced guard surrounds Harry."
61,"Nymphadora Tonks","Human","Female","Hufflepuff","Jack rabbit","Wingardium Leviosa","Levitation Charm",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Stop being so cheerful, Mad-eye."
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"We must be ready. This would be the perfect moment for Voldemort to strike Harry."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Uh, is that very likely?"
56,"Kingsley Shacklebolt","Human","Male",NULL,"Lynx","Sectumsempra","Sectumsempra","White","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"No one's going to die."
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"There's the second signal!"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Mount your brooms, everyone. Here we go!"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"The third signal, everyone. Let's"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Stay in formation!"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"We need more height!"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Contacts to the south!"
56,"Kingsley Shacklebolt","Human","Male",NULL,"Lynx","Sectumsempra","Sectumsempra","White","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Mad-eye! You, Tonks, and Lupin take Harry! We'll slow them down!"
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"There's the other one, Alastor!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Expecto--!"
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Harry, leave it to us!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"No!"
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"""Expecto Patronum!'"
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Get Harry to the safe house!"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Come on, Potter! Keep moving!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"But I can help!"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Potter, getting yourself killed won't do a thing. Now move!"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"We're not far, now!"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Did you get rid of them?"
56,"Kingsley Shacklebolt","Human","Male",NULL,"Lynx","Sectumsempra","Sectumsempra","White","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"They're gone, Alastor."
61,"Nymphadora Tonks","Human","Female","Hufflepuff","Jack rabbit","Wingardium Leviosa","Levitation Charm",NULL,"The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"We're there!"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","The Advance Guard","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",8,"Prepare for descent! Form up around Harry!"
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Stay here, Harry."
56,"Kingsley Shacklebolt","Human","Male",NULL,"Lynx","Sectumsempra","Sectumsempra","White","Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Clear!"
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Right, Harry, this way."
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Here, read this."
13,"Alastor Moody","Human","Male",NULL,NULL,"Crucio","Cruciatus Curse","Red","Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Come on, inside. Hurry."
11,"Remus Lupin","Werewolf","Male","Gryffindor","Wolf","Colloportus","Locking Spell",NULL,"Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Get in, quick, Harry. Don't touch anything."
NULL,"Walburga Black","Human","Female","Slytherin",NULL,NULL,NULL,NULL,"Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Filth! Scum! Half-breeds, mutants, freaks, begone from this place! How dare you befoul the house of my fathers?!"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Shut up, you miserable old hag! Quiet!"
NULL,"Walburga Black","Human","Female","Slytherin",NULL,NULL,NULL,NULL,"Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Blood traitor, abomination, shame of my flesh!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Was that your--?"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Mother, yes. Dear old mum."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"But...why here?"
26,"Molly Weasley","Human","Female","Gryffindor",NULL,"Incarcerous","Incarcerous Spell",NULL,"Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Hello, Harry dear."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Mrs. Weasley!"
26,"Molly Weasley","Human","Female","Gryffindor",NULL,"Incarcerous","Incarcerous Spell",NULL,"Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Sirius, the meeting is about to start!"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Right."
26,"Molly Weasley","Human","Female","Gryffindor",NULL,"Incarcerous","Incarcerous Spell",NULL,"Number Twelve, Grimmauld Place","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Harry, dear, go on upstairs-- quietly, if you please. They're all up there."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Harry!"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Let him breathe, Hermione!"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Oh, Harry! We've missed you! Are you furious with us, I bet you are!"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Good to see you, mate."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Come on, inside."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Sorry we haven't written, Harry, but Dumbledore made us promise not to."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"We wanted to, mate, we really did, but he thought they would get intercepted. There is an awkward silence."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Right."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"He thought you would be safest there."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"He was so angry when he heard. It was...scary..."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"So, why's he keeping me in the dark?"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Didn't you bother asking?"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"We've only seen him twice, and not for very long. He's really busy."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"So I get to spend the summer with the Dursleys while you two are here."
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"It's not that fun, mate. Mum won't let us anywhere near the meetings."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"You've still been here!"
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"What's been going on?"
2,"Ron Weasley","Human","Male","Gryffindor","Jack Russell Terrier","Aguamenti","Water-Making Spell","Icy blue","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"We've already told you, we're not privyed to the meetings. But we do know a few things."
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Some of the Order are following known Death Eaters, like Lucious Malfoy."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"What's this Order everyone's talking about?"
3,"Hermione Granger","Human","Female","Gryffindor","Otter","Alarte Ascendare","Launch an object up into the air","Red","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"The Order of the Phoenix. Dumbledore started it last time to fight You-Know-Who. He only reorganized it after last term."
26,"Molly Weasley","Human","Female","Gryffindor",NULL,"Incarcerous","Incarcerous Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"You can come down now, the meeting's over."
26,"Molly Weasley","Human","Female","Gryffindor",NULL,"Incarcerous","Incarcerous Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Arthur-"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Well, the Ministry is furious with you."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Why?"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"You'll have to go to an disciplinary meeting tomorrow."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"Okay."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"I'm not really hungry. I think I'll go to bed."
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"You surprise me, Harry. I figured the first thing you'd do is start asking about Voldemort."
1,"Harry Potter","Human","Male","Gryffindor","Stag","Accio","Summoning Charm",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"I wanted to, but I didn't think you'd tell me anything."
26,"Molly Weasley","Human","Female","Gryffindor",NULL,"Incarcerous","Incarcerous Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"And that was quite right, Harry! You're much to young--"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"He has a right to know, Molly."
26,"Molly Weasley","Human","Female","Gryffindor",NULL,"Incarcerous","Incarcerous Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"It's not your decision!"
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"I know what Dumbledore said, but he needs to know something."
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"He's not a child, Molly."
26,"Molly Weasley","Human","Female","Gryffindor",NULL,"Incarcerous","Incarcerous Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"He's not an adult either!"
26,"Molly Weasley","Human","Female","Gryffindor",NULL,"Incarcerous","Incarcerous Spell",NULL,"The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"I only have Harry's best interests at heart."
18,"Sirius Black","Human","Male","Gryffindor",NULL,"Expecto Patronum","Patronus Charm","Silver","The Order of the Phoenix","Harry Potter and the Order of the Phoenix","138","$150,000,000 ",7,"He's not your son."
